Title,Tags,Description,URL,Summary
Singapore studying digital infrastructure law to address 'security and resilience concerns' - CNA,"Smart Nation,cybersecurity,Digital Transformation,Budget 2024,Committee of Supply,Ministry of Communications and Information,Singapore Parliament","SINGAPORE: A Singapore inter-agency task force led by the Ministry of Communications and Information (MCI) is looking into legislation to address security and resilience risks faced by key digital infrastructure such as data centres and cloud services. Speaking in parliament on Friday (Mar 1), Minister for Communications and Information Josephine Teo said a potential Digital Infrastructure Act (DIA) will focus on areas that can cause a “significant impact” on the economy and society if disrupted. These include data centres and cloud providers that support the delivery of many widely used services such as banking and payments, ride-hailing, digital identities and social media, said MCI. The law could require operators to meet higher security and resilience standards to reduce the likelihood of systemic disruptions, said Mrs Teo in a speech where she Iaid out her ministry's spending plans for the year. Risks that such service providers face could range from misconfigurations in technical architecture to physical hazards such as fires, water leaks and cooling system failures. Mrs Teo added that the inter-agency task force will continue to consult industry players and relevant stakeholders as it develops its proposals for the DIA.",https://www.channelnewsasia.com/singapore/study-digital-infrastructure-law-security-resilience-concerns-4162516,"a potential digital infrastructure act (DIA) will focus on areas that can cause ""significant impact"" on the economy and society if disrupted. these include data centres and cloud providers that support the delivery of many widely used services such as banking and payments, ride-hailing, digital identities and social media."
China says it opposes and cracks down on all forms of cyberattacks - CNA,"China,Philippines,cyberattack,cybersecurity","MANILA: The Chinese government does not tolerate any form of cyberattacks and will not allow any country or individual to engage in such illegal activities using Chinese infrastructure, its embassy in the Philippines said. It made the assurances after the Philippines on Monday (Feb 5) said that hackers from China last month attempted to break into government websites, including President Ferdinand Marcos Jr's personal website, but failed. Manila did not say the hackers were linked to any state, but said they were found to be using the services of Chinese state-owned company Unicom. Unicom did not immediately respond to a request for comment. ""The Chinese government all along firmly opposes and cracks down on all forms of cyber attack in accordance with law, allows no country or individual to engage in cyber attack and other illegal activities on Chinese soil or using Chinese infrastructure,"" a spokesperson at the Chinese Embassy in Manila said late on Monday. The Philippines is currently working on a five-year cybersecurity strategy to beef up its cyber defences. Its military last year announced it would create a cyber command.",https://www.channelnewsasia.com/asia/china-says-it-opposes-and-cracks-down-all-forms-cyberattacks-4102451,"the Chinese government does not tolerate cyberattacks, its embassy in the Philippines says. the assurances come after the country last month said hackers tried to break into government websites but failed. Manila did not say the hackers were linked to any state, but said they were found to be using the services of Chinese state-owned company Unicom."
Safe mobile app guidelines may be costly to implement: Companies | Video - CNA,cybersecurity,Firms might have to fork out tens of thousands of dollars on cybersecurity measures if new mobile app guidelines by authorities are fully implemented. But industry players say companies benefit when their customers feel safer when using their apps.,https://www.channelnewsasia.com/watch/safe-mobile-app-guidelines-may-be-costly-implement-companies-video-4060726,firms might have to fork out tens of thousands of dollars on cybersecurity measures. but industry players say companies benefit when customers feel safer when using their apps.
Mastering more than payments: How Mastercard is safeguarding the digital ecosystem,"Mastercard,fintech,financial literacy,cybersecurity,digital payments,technology,artificial intelligence,machine learning,fraud,cybercrime,start-ups","For today’s digital-first customers, making an online purchase with a card often involves little more than a simple click. Yet, behind this apparent simplicity lies a complex story of technology and security. According to global consultancy Bain & Company’s e-Conomy SEA 2023 report , Southeast Asia’s digital economy delivered US$100 billion (S$134 billion) in revenue this year, with digital payments making up more than 50 per cent of transactions. Building a secure digital ecosystem has become a priority for the region, especially in light of escalating cybersecurity threats amplified by rapid technological advancements. Between 2021 and 2022, Southeast Asia witnessed an alarming 82 per cent surge in cybercrimes . Mr Safdar Khan, division president of Southeast Asia at Mastercard, pointed out the growing sophistication of these crimes. “Bad actors are leveraging technologies like artificial intelligence (AI) to carry out cybercrimes such as phishing and data theft, making it more challenging to detect and prevent such attacks. As Southeast Asian economies become increasingly intertwined, systemic cyber risk is projected to rise across the region.”",https://www.channelnewsasia.com/advertorial/mastering-more-payments-how-mastercard-safeguarding-digital-ecosystem-4037266,"Southeast Asia’s digital economy delivered US$100 billion (S$134 billion) in revenue this year. between 2021 and 2022, the region witnessed an alarming 82 per cent surge in cybercrimes, with bad actors leveraging technology like AI to carry out phishing and data theft."
"Amid cybersecurity concerns, Malaysia launches central database aimed at refining targeted subsidy handouts - CNA","Malaysia,data,cybersecurity,subsidies","SINGAPORE: As part of a move towards refining its targeted subsidy approach, Malaysia has launched a Central Database Hub (PADU) that houses comprehensive information on its citizens and permanent residents which can be accessed by all government agencies, amid data security concerns. Launched on Tuesday (Jan 2), Prime Minister Anwar Ibrahim said that PADU will ensure that only those who are in need of government subsidies will obtain them. “(The system will) guarantee that benefits … will be enjoyed by those who are entitled to receive them. And of course, … (this will) reduce costs (and) … (financial) leakages,” he said. “Without PADU (and) effective implementation, there will be too many (financial) leakages and fraud.” As an example, Mr Anwar noted that the Malaysian government could save more than RM4 billion (US$870 million) by excluding foreigners and the rich from being granted electricity subsidies through the use of PADU. During his Budget speech in Parliament in October last year, Mr Anwar said that his administration will begin a targeted approach in the disbursement of subsidies from 2024 onwards. The move was made as a way to tackle Malaysia’s broad-based subsidies - in areas like fuel - that have negatively impacted government coffers. According to local media, Economy Ministry secretary-general Nor Azmie Diron said during the launch of PADU that the system will act as a centralised reference housing comprehensive details on individuals, including demographic data and specifics on education, health, household income, and whether a person has received social assistance. Economy Minister Rafizi Ramli stressed during his speech on Tuesday that “PADU will allow for more accurate data analytics as all government agencies will be aware of any change in the data of each citizen and household”. The information on the integrated database - which Mr Rafizi encouraged all citizens to review and update - “will improve the mechanism for determining target groups, streamlining delivery channels and enabling more effective program implementation”. Members of the public have until March 31 later this year to update their information on the database. “God willing, PADU will help the government to provide a more accurate measurement of the socioeconomic position of the people and avoid misidentification based on (a person’s) net disposable income,” he said during his speech on Tuesday. Noting cybersecurity concerns, Mr Rafizi said that measures have been adopted to protect the data in PADU. “When the government has data of this size, the risk in terms of data intrusion and data security is a (significant concern) … The development of PADU (has taken) into account all aspects related to system security risks and classified information breaches,” he said. He added that measures adopted include establishing comprehensive standard operating procedures (SOPs) as well as strategic cooperation between groups - namely the National Cyber Security Agency (NACSA), the Office of the Chief Government Security Officer (CGSO), CyberSecurity Malaysia and the Department of Personal Data Protection (PDP). “The government has also appointed a group of independent experts with expertise in various fields who act as a check and balance in ensuring that PADU’s development includes the latest and best safety features,” said Mr Rafizi. Last year, Malaysia saw a series of data breach attempts on some of its government agencies. On Dec 8, 2023, Malaysia’s social security organisation (SOCSO) confirmed a cyber attack on its systems, database and websites since Dec 2 that year. According to the Malay Mail, the organisation said that it had also experienced an attempted data breach in September. And according to a CyberSecurity Malaysia report, the government sector saw the highest number of data breaches in the first half of 2023, making up 22 per cent of all data breaches in the country.",https://www.channelnewsasia.com/asia/malaysia-padu-database-information-cybersecurity-government-subsidies-4020801,"Malaysia has launched a central database hub (PADU) that houses comprehensive information on its citizens and permanent residents. it will ensure that only those who are in need of government subsidies will obtain them - and will reduce costs and financial leakages, he said. the government could save more than RM4 billion (US$870 million) by excluding foreigners and the rich from being granted electricity subsidies through the use of PADU."
"""Linguistic Lumberjack"" Vulnerability Discovered in Popular Logging Utility Fluent Bit","cyber security news, cyber news, cyber security news today, cyber security updates, cyber updates, hacker news, hacking news, software vulnerability, cyber attacks, data breach, ransomware malware, how to hack, network security, information security, the hacker news, computer security","Cybersecurity researchers have discovered a critical security flaw in a popular logging and metrics utility called Fluent Bit that could be exploited to achieve denial-of-service (DoS), information disclosure, or remote code execution. The vulnerability, tracked as CVE-2024-4323, has been codenamed Linguistic Lumberjack by Tenable Research. It impacts versions from 2.0.7 through 3.0.3, with fixes available in version 3.0.4. The issue relates to a case of memory corruption in Fluent Bit's built-in HTTP server that could allow for DoS, information leakage, or remote code execution. Specifically, it relates to sending maliciously crafted requests to the monitoring API through endpoints such as /api/v1/traces and /api/v1/trace. ""Regardless of whether or not any traces are configured, it is still possible for any user with access to this API endpoint to query it,"" security researcher Jimi Sebree said. ""During the parsing of incoming requests for the /api/v1/traces endpoint, the data types of input names are not properly validated before being parsed."" By default, the data types are assumed to be strings (i.e., MSGPACK_OBJECT_STR), which a threat actor could exploit by passing non-string values, leading to memory corruption. Tenable said it was able to reliably exploit the issue to crash the service and cause a DoS condition. Remote code execution, on the other hand, is dependent on a variety of environmental factors such as host architecture and operating system. Users are recommended to update to the latest version to mitigate potential security threats, especially given that a proof-of-concept (PoC) exploit has been made available for the flaw.",https://thehackernews.com/2024/05/linguistic-lumberjack-vulnerability.html,"cybersecurity researchers have discovered a critical security flaw in Fluent Bit. it could be exploited to achieve denial-of-service (DoS), information disclosure, or remote code execution. the issue affects versions from 2.0.7 through 3.0.3, with fixes available in version 3.0.4."
"FBI Seizes BreachForums Again, Urges Users to Report Criminal Activity","cyber security news, cyber news, cyber security news today, cyber security updates, cyber updates, hacker news, hacking news, software vulnerability, cyber attacks, data breach, ransomware malware, how to hack, network security, information security, the hacker news, computer security","Law enforcement agencies have officially seized control of the notorious BreachForums platform, an online bazaar known for peddling stolen data, for the second time within a year. The website (""breachforums[.]st"") has been replaced by a seizure banner stating the clearnet cybercrime forum is under the control of the U.S. Federal Bureau of Investigation (FBI).  The operation is the result of a collaborative effort from authorities in Australia, Iceland, New Zealand, Switzerland, the U.K., the U.S., and Ukraine. The FBI has also taken control of the Telegram channel operated by Baphomet, who became the administrator of the forum following the arrest of his predecessor Conor Brian Fitzpatrick (aka pompompurin) in March last year. It's worth noting a prior iteration of BreachForums, hosted at breached.vc/.to/.co and managed by pompompurin, was seized by law enforcement in late June 2023. ""This Telegram chat is under the control of the FBI,"" a message posted on the channel reads. ""The BreachForums website has been taken down by the FBI and DOJ with assistance from international partners."" ""We are reviewing the site's backend data. If you have information to report about cyber criminal activity on BreachForums, please contact us: t.me/fbi_breachforums breachforums@fbi.gov breachforums.ic3.gov."" It's currently not clear if Baphomet and his other fellow administrator ShinyHunters have been arrested, although the seizure banner depicts the profile pictures associated with both of them as behind bars. ""From June 2023 until May 2024, BreachForums (hosted at breachforums.st/.cx/.is/.vc and run by ShinyHunters) was operating as a clearnet marketplace for cybercriminals to buy, sell, and trade contraband, including stolen access devices, means of identification, hacking tools, breached databases, and other illegal services,"" the agencies said. BreachForums emerged in March 2022 following the law enforcement dismantling of RaidForums and the arrest of its owner ""Omnipotent."" Following its shutdown in 2023, it resurfaced again after Baphomet teamed up with ShinyHunters to launch a new site under the same name.",https://thehackernews.com/2024/05/fbi-seizes-breachforums-again-urges.html,"law enforcement agencies have officially seized control of the notorious BreachForums platform. the clearnet cybercrime forum has been known for peddling stolen data for a year - and resurfaced again in 2024 after being shut down by authorities in australia, Iceland, new zealand, the u.s., and the united states. it's unclear if Baphomet and his fellow administrator ShinyHunters have been arrested"
"Microsoft Patches 61 Flaws, Including Two Actively Exploited Zero-Days","cyber security news, cyber news, cyber security news today, cyber security updates, cyber updates, hacker news, hacking news, software vulnerability, cyber attacks, data breach, ransomware malware, how to hack, network security, information security, the hacker news, computer security","Microsoft has addressed a total of 61 new security flaws in its software as part of its Patch Tuesday updates for May 2024, including two zero-days which have been actively exploited in the wild. Of the 61 flaws, one is rated Critical, 59 are rated Important, and one is rated Moderate in severity. This is in addition to 30 vulnerabilities resolved in the Chromium-based Edge browser over the past month, including two recently disclosed zero-days (CVE-2024-4671 and CVE-2024-4761) that have been tagged as exploited in attacks. The two security shortcomings that have been weaponized in the wild are below - ""An unauthenticated attacker who successfully exploited this vulnerability could gain code execution through convincing a user to open a malicious document at which point the attacker could execute arbitrary code in the context of the user,"" the tech giant said in an advisory for CVE-2024-30040. However, successful exploitation requires an attacker to convince the user to load a specially crafted file onto a vulnerable system, distributed either via email or an instant message, and trick them into manipulating it. Interestingly, the victim doesn't have to click or open the malicious file to activate the infection. On the other hand, CVE-2024-30051 could allow a threat actor to gain SYSTEM privileges. Three groups of researchers from Kaspersky, DBAPPSecurity WeBin Lab, Google Threat Analysis Group, and Mandiant have been credited with discovering and reporting the flaw, indicating likely widespread exploitation. ""We have seen it used together with QakBot and other malware, and believe that multiple threat actors have access to it,"" Kaspersky researchers Boris Larin and Mert Degirmenci said. Both vulnerabilities have been added by the U.S. Cybersecurity and Infrastructure Security Agency (CISA) to its Known Exploited Vulnerabilities (KEV) catalog, requiring federal agencies to apply the latest fixes by June 4, 2024. Also resolved by Microsoft are several remote code execution bugs, including nine impacting Windows Mobile Broadband Driver and seven affecting Windows Routing and Remote Access Service (RRAS). Other notable flaws encompass privilege escalation flaws in the Common Log File System (CLFS) driver – CVE-2024-29996, CVE-2024-30025 (CVSS scores: 7.8), and CVE-2024-30037 (CVSS score: 7.5) – Win32k (CVE-2024-30028 and CVE-2024-30030, CVSS scores: 7.8), Windows Search Service (CVE-2024-30033, CVSS score: 7.0), and Windows Kernel (CVE-2024-30018, CVSS score: 7.8). In March 2024, Kaspersky revealed that threat actors are attempting to actively exploit now-patched privilege escalation flaws in various Windows components owing to the fact that ""it's a very easy way to get a quick NT AUTHORITY\SYSTEM."" Akamai has further outlined a new privilege escalation technique affecting Active Directory (AD) environments that takes advantage of the DHCP administrators group. ""In cases where the DHCP server role is installed on a Domain Controller (DC), this could enable them to gain domain admin privileges,"" the company noted. ""In addition to providing a privilege escalation primitive, the same technique could also be used to create a stealthy domain persistence mechanism."" Rounding off the list is a security feature bypass vulnerability (CVE-2024-30050, CVSS score: 5.4) impacting Windows Mark-of-the-Web (MotW) that could be exploited by means of a malicious file to evade defenses. Microsoft, which was recently castigated for a series of security lapses that led to a breach of its infrastructure by nation-state actors from China and Russia, has laid out a series of steps to prioritize security above all other product features as part of its Secure Future Initiative (SFI). ""In addition, we will instill accountability by basing part of the compensation of the company’s Senior Leadership Team on our progress in meeting our security plans and milestones,"" Charlie Bell, executive vice president of Microsoft Security, said. In addition to Microsoft, security updates have also been released by other vendors over the past few weeks to rectify several vulnerabilities, including —",https://thehackernews.com/2024/05/microsoft-patches-61-flaws-including.html,"two zero-day vulnerabilities have been actively exploited in the wild. one is rated critical, 59 are important, and a third is Moderate in severity, according to the tech giant's patch Tuesday update for may 2024. meanwhile, 30 other security flaws have also been resolved in its Chromium-based Edge browser over the past month, including two recently disclosed zero days (CVE-2024-4761)"
What's the Right EDR for You?,"cyber security news, cyber news, cyber security news today, cyber security updates, cyber updates, hacker news, hacking news, software vulnerability, cyber attacks, data breach, ransomware malware, how to hack, network security, information security, the hacker news, computer security","Cybersecurity has become an ongoing battle between hackers and small- and mid-sized businesses. Though perimeter security measures like antivirus and firewalls have traditionally served as the frontlines of defense, the battleground has shifted to endpoints. This is why endpoint detection and response (EDR) solutions now serve as critical weapons in the fight, empowering you and your organization to detect known and unknown threats, respond to them quickly, and extend the cybersecurity fight across all phases of an attack.  With the growing need to defend your devices from today's cyber threats, however, choosing the right EDR solution can be a daunting task. There are so many options and features to choose from, and not all EDR solutions are made with everyday businesses and IT teams in mind. So how do you pick the best solution for your needs? Because of its ability to monitor for and alert you to malicious activity, EDR solutions can be one of the most powerful tools in your cybersecurity arsenal. EDR is an endpoint security solution designed to detect even the most subtle cyber threats and allow teams to respond to them more quickly. It provides unparalleled visibility and detection capabilities across endpoints, which means it can often catch threats that perimeter security measures—like antivirus and firewalls—might miss. Typically, EDR solutions should have the ability to track and analyze endpoint activity and enable analysts to respond when suspicious activity is detected. Along with this functionality, a modern and effective EDR solution can bring many advantages, including: Simply put, EDR solutions capture the relevant events occurring on every endpoint it's installed on. Every login. Every running process. Every bootup and shutdown. It's all monitored and logged to provide a full picture of what's happening at the endpoint level.  That granularity also helps create a baseline of expected endpoint activity. And from that baseline, security analysts or machine learning algorithms can help determine what's ""normal"" behavior for your organization and what appears to be ""abnormal.""  For example, if one of your employees opens a phishing email and downloads an attached document, and that document runs a malicious program, EDR will step in to flag that behavior and automatically generate an alert to let your team know that something's wrong.  EDR solutions heavily rely on data collection, which gives analysts a lot of helpful context like who, what, where, when, and how an attack may have occurred. Depending on configuration, some EDR solutions have the ability to isolate host machines when malicious activity is detected to prevent lateral movement throughout the network.  That's really what sets EDR apart from antivirus solutions and why it's a complementary layer in any security stack. EDR technology can analyze billions of events in real time—including comparing indicators of compromise (IOCs), scanning for known threats using traditional malware signatures, and using behavioral detections for threats that might be unknown. And, of course, EDR solutions offer the critical ability of enabling threat response.  Keep in mind, however, while EDRs excel at flagging potential threat actor activity and quickly alerting it, they're not a ""set it and forget it"" kind of tool. EDR solutions require consistent tuning and close management by security analysts to investigate alerts and verify real threats from false positives.  Whether it's your first time venturing into EDRs or you're looking for a better-fitting solution, asking the right questions can point you in the right direction. Here's what you should consider as you go through your evaluation process.  It's important to note that implementing an EDR alone doesn't give your organization EDR capabilities. Cybersecurity professionals are often required to manage your EDR effectively. Without the right team and time commitment, EDR solutions can amass excessive data and alerts, leading to higher costs and overburdening analysts. If your team doesn't have at least one full-time employee dedicated to triaging, investigating, and responding to alerts, you should consider a managed EDR solution. EDR solutions can be either managed or unmanaged, and each option has its own pros and cons. Unmanaged EDR solutions offer greater control and customization, but you're typically responsible for the setup, configuration, and management of the solution. Managed EDR solutions provide all of the benefits of an EDR solution without the need to manage it all in-house—that's typically handled by a third-party vendor. These solutions often provide you with a team of experts who can help with day-to-day management, investigations, and alerts. The right choice will depend on your specific needs and resources. If you have the internal resources to maintain an EDR solution yourself, an unmanaged solution could be the right fit for you. But if you can't support the added time, skill, or headcount, a managed EDR solution is your ideal option. When you're evaluating EDR solutions, there are a few must-have criteria to consider.  EDR solutions must be able to collect crucial information across endpoints and provide a clear picture of what's happening at any given point in time. This includes continuously monitoring relevant activity on endpoint devices, application-level events, and processes that are running. A good EDR solution should provide visibility into the entire lifecycle of an attack, from initial compromise to exfiltration of data.  An EDR solution should be able to pick up on threat activity and present the right data at the right time, allowing security teams to quickly respond to threats and minimize their potential impact. This includes the ability to identify anomalies and suspicious activity, as well as detect known threats using signature-based detection.  Timely response and mitigation are an integral part of any EDR solution. Your solution should be able to identify and classify threats accurately. It should also provide actionable intelligence and offer an easy way to mitigate a threat once it's uncovered. In some cases, this includes the ability to kill processes, quarantine files, remove persistence mechanisms, or isolate endpoints. Your EDR should seamlessly integrate with your existing security tools without requiring extensive configuration. Compatibility is crucial to ensure minimal impact on endpoint performance, so choose a solution that plays nice with your other tools and has little to no impact on your endpoint users.  An ideal EDR solution should be easy to roll out and use, with a user-friendly interface and intuitive navigation. It should also be easy to deploy across numerous endpoints in a scalable and cost-effective way.  Some EDR solutions are made for enterprise-sized wallets, so don't be afraid to shop around and select one that fits your budget. Just because something is expensive doesn't make it better, and conversely, something less expensive doesn't necessarily mean it's lower quality. A good EDR solution will allow you to create your own custom searches and rules to help tune out the noise. If you have an EDR solution that isn't collecting valuable analytics or tuning detections, you're setting yourself up for failure and most likely missing malicious activity. The best EDR solutions should proactively hunt for threats beyond the solution's detection capabilities. That could mean the solution offers a large library of prebuilt detections, or it's backed by a dedicated team of experts who can track down potentially malicious activity on your behalf.  Because EDR solutions require a lot of time and attention, more businesses are opting for a fully managed solution. With managed EDR solutions, you get all EDR functionalities without the headaches and growing pains. Managed EDR solutions typically include access to a team of security experts who can help reduce alert fatigue and false positives, and can offer enhanced visibility and threat hunting capabilities.  To address the staffing, expertise, and resource challenges that come with many of today's EDR solutions, businesses and IT teams are turning to managed EDR solutions instead of the traditional self-managed approach.  A managed EDR solution is typically provided as a service, with a vendor managing the EDR infrastructure and providing ongoing monitoring, analysis, and response assistance.  One of the main benefits of a managed EDR solution is the ability to offload the burden of managing the solution to a team of security experts. Hackers don't just work 9 to 5, and that's why managed EDR solutions are often backed by a security team who can provide 24/7 coverage—not to mention help with day-to-day management like triaging alerts, threat investigations, and incident response. Plus, they have the technical know-how to investigate suspicious activity, offer mitigation guidance, and deal with threats in real time, giving you direct access to their expertise without needing to find and retain that talent in-house.  A managed EDR solution typically includes advanced analytics capabilities or an element of verification from a team of analysts, which can help filter out false positives and prioritize the most critical alerts before they even cross your desk. This can help security teams more effectively identify and respond to threats, rather than overwhelming them with the irrelevant noise that can come with self-managed solutions. Overall, a managed EDR solution can provide non-enterprise businesses with an effective and efficient way to detect and respond to threats, while also addressing common challenges and pitfalls associated with unmanaged EDR solutions. Huntress Managed EDR is a purpose-built solution backed by a 24/7 Security Operations Center (SOC). By combining extensive detection technology with real cybersecurity experts, we help uncover, isolate, and contain the threats targeting your business—all without the impossible cost and personnel burdens demanded by other platforms. With actionable threat remediation through easy-to-follow mitigation steps or one-click approval for automated actions, you can act quickly and stop cyberattacks in their tracks. At Huntress, we believe cybersecurity solutions should alleviate your biggest obstacles, not create more. That's why Huntress Managed EDR was designed with your business' unique needs and challenges in mind.  Still not sure about the right EDR solution for you? Find more in-depth guidance in The Ultimate Buyer's Guide to EDR. Ready to see Huntress Managed EDR in action? Start a free trial today. ",https://thehackernews.com/2024/05/whats-right-edr-for-you.html,"endpoint detection and response (EDR) solutions can be one of the most powerful tools in cybersecurity. unmanaged EDR solutions provide greater control and customization, but you're typically responsible for the setup, configuration, and management of a solution. if you don't have at least one full-time employee dedicated to triaging alerts and investigating suspicious activity, you should opt for managed solutions."
The 2024 Browser Security Report Uncovers How Every Web Session Could be a Security Minefield,"cyber security news, cyber news, cyber security news today, cyber security updates, cyber updates, hacker news, hacking news, software vulnerability, cyber attacks, data breach, ransomware malware, how to hack, network security, information security, the hacker news, computer security","With the browser becoming the most prevalent workspace in the enterprise, it is also turning into a popular attack vector for cyber attackers. From account takeovers to malicious extensions to phishing attacks, the browser is a means for stealing sensitive data and accessing organizational systems. Security leaders who are planning their security architecture require data and insights into the browser threat landscape. Recently, LayerX released the ""Annual Browser Security Report 2024"", providing an in-depth analysis of the evolving threat landscape for browser security.  This comprehensive report highlights the critical vulnerabilities and attack vectors that pose the greatest risks to enterprise security. It allows decision-makers and stakeholders to benchmark the security challenges of their environment so they can make actionable decisions. Below, we detail key findings from the report and a summarized list of security recommendations. We urge you to read the entire report, which is rich in details, examples and additional sections we did not include in this article. To combat these threats, the report's analysts recommend a multifaceted approach: The Annual Browser Security Report is an important resource for security leaders seeking to understand and mitigate browser-based risks. By adopting the recommended strategies, organizations can strengthen their defense against the increasingly sophisticated and threats targeting browsers. For further insights, best practices and predictions, read the report here. ",https://thehackernews.com/2024/05/the-2024-browser-security-report.html,"the browser is turning into a popular attack vector for cyber attackers. recently, LayerX released the ""Annual Browser Security Report 2024"" report highlights the critical vulnerabilities that pose the greatest risks to enterprise security."
Malicious Python Package Hides Sliver C2 Framework in Fake Requests Library Logo,"cyber security news, cyber news, cyber security news today, cyber security updates, cyber updates, hacker news, hacking news, software vulnerability, cyber attacks, data breach, ransomware malware, how to hack, network security, information security, the hacker news, computer security","Cybersecurity researchers have identified a malicious Python package that purports to be an offshoot of the popular requests library and has been found concealing a Golang-version of the Sliver command-and-control (C2) framework within a PNG image of the project's logo.  The package employing this steganographic trickery is requests-darwin-lite, which has been downloaded 417 times prior to it being taken down from the Python Package Index (PyPI) registry. Requests-darwin-lite ""appeared to be a fork of the ever-popular requests package with a few key differences, most notably the inclusion of a malicious Go binary packed into a large version of the actual requests side-bar PNG logo,"" software supply chain security firm Phylum said. The changes have been introduced in the package's setup.py file, which has been configured to decode and execute a Base64-encoded command to gather the system's Universally Unique Identifier (UUID), but only after confirming that the compromised host is running Apple macOS. The finding also comes a little over a month after the company discovered a rogue npm package named vue2util that poses as a helper utility but is designed to carry out a cryptojacking scheme and steal a victim's USDT tokens. The package ""exploits the ERC20 contract (USDT) approval mechanism, covertly granting unlimited approval to the attacker’s contract address, effectively allowing the attacker to drain the victim’s USDT tokens,"" Phylum noted. In what's an interesting twist, the infection chain proceeds only if the identifier matches a particular value, implying that the author(s) behind the package is looking to breach a specific machine to which they are already in possession of the identifier obtained through some other means. This raises two possibilities: Either it's a highly targeted attack or it's some sort of a testing process ahead of a broader campaign. Should the UUID match, the requests-darwin-lite proceeds to read data from a PNG file named ""requests-sidebar-large.png,"" which bears similarities with the legitimate requests package that ships with a similar file called ""requests-sidebar.png.""  What's different here is that while the real logo embedded within requests has a file size of 300 kB, the one contained inside requests-darwin-lite is around 17 MB. The binary data concealed in the PNG image is the Golang-based Sliver, an open-source C2 framework that's designed to be used by security professionals in their red team operations. The exact end goal of the package is currently unclear, but the development is once again a sign that open-source ecosystems continue to be an attractive vector to distribute malware. With a vast majority of codebases relying on open-source code, the steady influx of malware into npm, PyPI, and other package registries, not to mention the recent XZ Utils episode, has highlighted the need for addressing issues in a systematic manner that otherwise can ""derail large swaths of the web."" ",https://thehackernews.com/2024/05/malicious-python-package-hides-sliver.html,researchers have identified a malicious Python package that purports to be an offshoot of the popular requests library. requests-darwin-lite has been downloaded 417 times prior to it being taken down from the Python Package Index (PyPI) registry.
Kremlin-Backed APT28 Targets Polish Institutions in Large-Scale Malware Campaign,"cyber security news, cyber news, cyber security news today, cyber security updates, cyber updates, hacker news, hacking news, software vulnerability, cyber attacks, data breach, ransomware malware, how to hack, network security, information security, the hacker news, computer security","Polish government institutions have been targeted as part of a large-scale malware campaign orchestrated by a Russia-linked nation-state actor called APT28. ""The campaign sent emails with content intended to arouse the recipient's interest and persuade him to click on the link,"" the computer emergency response team, CERT Polska, said in a Wednesday bulletin. Clicking on the link redirects the victim to the domain run.mocky[.]io, which, in turn, is used to redirect to another legitimate site named webhook[.]site, a free service that allows developers to inspect data that's being sent via a webhook, in an effort to evade detection. The next step involves the download of a ZIP archive file from webhook[.]site, which contains the Windows Calculator binary that masquerades as a JPG image file (""IMG-238279780.jpg.exe""), a hidden batch script file, and another hidden DLL file (""WindowsCodecs.dll""). Should a victim run the application, the malicious DLL file is side-loaded by means of a technique called DLL side-loading to ultimately run the batch script, while images of an ""actual woman in a swimsuit along with links to her real accounts on social media platforms"" are displayed in a web browser to maintain the ruse. The batch script simultaneously downloads a JPG image (""IMG-238279780.jpg"") from webhook[.]site that's subsequently renamed to a CMD script (""IMG-238279780.cmd) and executed, following which it retrieves the final-stage payload to gather information about the compromised host and send the details back. CERT Polska said the attack chain bears similarities to a previous campaign that propagated a custom backdoor called HeadLace.  It's worth noting that the abuse of legitimate services like Mocky and webhook[.]site is a tactic repeatedly adopted by APT28 actors so as to sidestep detection by security software. ""If your organization does not use the above-mentioned services, we recommend that you consider blocking the above-mentioned domains on edge devices,"" it added. ""Regardless of whether you use the above-mentioned websites, we also recommend filtering emails for links in webhook.site and run.mocky.io, because cases of their legitimate use in the email content are very rare."" The development comes days after NATO countries accused the Kremlin-backed group of conducting a long-term cyber espionage campaign targeting their political entities, state institutions, and critical infrastructure. APT28's malicious activities have also expanded to target iOS devices with the XAgent spyware, which was first detailed by Trend Micro in connection with a campaign dubbed Operation Pawn Storm in February 2015. ""Primarily targeting political and government entities in Western Europe, XAgent possesses capabilities for remote control and data exfiltration,"" Broadcom-owned Symantec said. ""It can gather information on users' contacts, messages, device details, installed applications, screenshots, and call records. This data could potentially be used for social engineering or spear-phishing campaigns."" News of APT28's attacks on Polish entities also follows a spike in financially motivated attacks by Russian e-crime groups like UAC-0006 targeting Ukraine in the second half of 2023, even as organizations in Russia and Belarus have been targeted by a nation-state actor known as Midge to deliver malware capable of plundering sensitive information.",https://thehackernews.com/2024/05/kremlin-backed-apt28-targets-polish.html,a large-scale malware campaign targeting polish government institutions has been orchestrated. the attack chain bears similarities to an earlier campaign that evaded detection by security software. CERT Polska says the abuse of legitimate services like Mocky and webhook[.]site is repeated by APT28 actors so as to sidestep detection.
